Country_name,Province_State,Confirmed,Deaths
US,Texas,1753,32
US,Texas,173,2
US,Texas,4520,76
US,Texas,26349,260
US,Texas,2278,64
US,Texas,10719,228
US,Texas,1232,88
US,Texas,1054,42
US,Texas,5369,100
US,Texas,11005,336
US,Texas,1236,35
US,Texas,520,9
US,Texas,4960,102
US,Texas,673,12
US,Texas,4372,128
US,Texas,493,16
US,Texas,45281,951
US,Texas,2103,35
US,Texas,19696,360
US,Texas,1818,46
US,Texas,245,5
US,Texas,352,7
US,Texas,838,12
US,Texas,1931,33
US,Texas,560455,5757
US,Texas,30334,711
US,Texas,117,3
US,Texas,2480,84
US,Texas,267,8
US,Texas,8521,127
US,Texas,40869,458
US,Texas,219593,1690
US,Texas,2456,72
US,Texas,3374,83
US,Texas,74328,23
US,Texas,7702,178
US,Texas,827,18
US,Texas,10547,140
US,Texas,14259,293
US,Texas,10346,275
US,Texas,18423,405
US,Texas,18331,210
US,Texas,9382,103
US,Texas,2804,43
US,Texas,9026,146
US,Texas,92668,1016
US,Texas,8951,208
US,Texas,1161,22
US,Texas,29470,660
US,Texas,3439,86
US,Texas,6889,126
US,Texas,131836,866
US,Texas,10771,155
US,Texas,1835,34
US,Texas,16800,263
US,Texas,7981,280
US,Texas,1091,41
US,Texas,3889,89
US,Texas,3661,52
US,Texas,4027,67
US,Utah,51386,236
US,Utah,20642,162
US,Utah,99904,386
US,Utah,340203,1581
US,Utah,3958,47
US,Utah,9999,76
US,Utah,63262,611
US,Utah,13388,23
US,Utah,21274,93
US,Utah,12681,99
US,Utah,3555,7
US,Utah,201109,760
US,Utah,10657,34
US,Utah,73501,424
US,Vermont,5319,15
US,Vermont,9365,65
US,Vermont,5443,24
US,Vermont,30113,159
US,Vermont,1219,3
US,Vermont,9300,66
US,Vermont,1004,5
US,Vermont,3754,17
US,Vermont,4809,14
US,Vermont,6073,37
US,Vermont,12239,71
US,Vermont,962,2
US,Vermont,9370,46
US,Vermont,6530,34
US,Vermont,8448,50
US,Virgin Islands,15556,109
US,Virginia,6925,103
US,Virginia,15756,146
US,Virginia,29809,184
US,Virginia,3544,93
US,Virginia,2587,59
US,Virginia,7052,84
US,Virginia,3702,51
US,Virginia,40489,320
US,Virginia,18854,203
US,Virginia,884,19
US,Virginia,16652,222
US,Virginia,1750,20
US,Virginia,7359,94
US,Virginia,4369,72
US,Virginia,3178,45
US,Virginia,4799,104
US,Virginia,3790,55
US,Virginia,1993,39
US,Virginia,11534,195
US,Virginia,6787,79
US,Virginia,6593,138
US,Virginia,1143,27
US,Virginia,2399,45
US,Virginia,10057,76
US,Virginia,49529,473
US,Virginia,71502,735
US,Virginia,2602,40
US,Virginia,4789,93
US,Virginia,1030,25
US,Virginia,1110,15
US,Virginia,11445,141
US,Virginia,1237,24
US,Virginia,11038,265
US,Virginia,3311,45
US,Virginia,5255,84
US,Virginia,1147,53
US,Virginia,2247,31
US,Virginia,173981,1401
US,Virginia,1954,43
US,Virginia,1935,16
US,Virginia,12825,140
US,Virginia,2536,45
US,Virginia,4924,42
US,Virginia,10672,185
US,Virginia,2457,50
US,Virginia,20400,233
US,Virginia,5290,35
US,Virginia,2542,76
US,Virginia,4028,45
US,Virginia,7262,100
US,Virginia,3879,45
US,Virginia,4006,77
US,Virginia,3985,60
US,Virginia,3310,37
US,Virginia,6975,149
US,Virginia,27436,314
US,Virginia,21505,267
US,Virginia,13195,152
US,Virginia,63636,883
US,Virginia,11292,247
US,Virginia,361,7
US,Virginia,6103,119
US,Virginia,7240,109
US,Virginia,14700,115
US,Virginia,4972,36
US,Virginia,3663,35
US,Virginia,1114,11
US,Virginia,1778,30
US,Virginia,6189,88
US,Virginia,2828,39
US,Virginia,66362,368
US,Virginia,6494,75
US,Virginia,2310,31
US,Virginia,19997,266
US,Virginia,2193,37
US,Virginia,9022,70
US,Virginia,3685,25
US,Virginia,3195,113
US,Virginia,1423,28
US,Virginia,5982,110
US,Virginia,1796,45
US,Virginia,18418,145
US,Virginia,2684,32
US,Virginia,4564,32
US,Virginia,35948,381
US,Virginia,41581,458
US,Virginia,2135,61
US,Virginia,2147,43
US,Virginia,1297,22
US,Virginia,3977,85
US,Virginia,6847,84
US,Virginia,5536,118
US,Virginia,3548,89
US,Virginia,8282,138
US,Virginia,13669,185
US,Virginia,2324,29
US,Virginia,20648,312
US,Virginia,4915,55
US,Virginia,4674,65
US,Virginia,8210,63
US,Virginia,93960,716
US,Virginia,7175,127
US,Virginia,4886,47
US,Virginia,911,9
US,Virginia,2625,25
US,Virginia,43931,476
US,Virginia,20960,265
US,Virginia,20837,344
US,Virginia,3216,75
US,Virginia,14401,225
US,Virginia,6792,102
US,Virginia,5600,96
US,Virginia,5701,102
US,Virginia,10743,219
US,Virginia,8685,165
US,Virginia,3266,88
US,Virginia,26410,278
US,Virginia,29884,166
US,Virginia,5571,105
US,Virginia,18542,289
US,Virginia,1077,19
US,Virginia,2409,39
US,Virginia,10030,159
US,Virginia,0,0
US,Virginia,88669,794
US,Virginia,8426,146
US,Virginia,13640,210
US,Virginia,5291,60
US,Virginia,3224,50
US,Virginia,1716,20
US,Virginia,6270,76
US,Virginia,10171,186
US,Virginia,7425,137
US,Virginia,9685,104
US,Washington,4899,38
US,Washington,4485,65
US,Washington,51898,460
US,Washington,19930,156
US,Washington,11099,128
US,Washington,86324,771
US,Washington,607,15
US,Washington,22234,338
US,Washington,10986,67
US,Washington,1391,28
US,Washington,32127,211
US,Washington,384,7
US,Washington,25465,209
US,Washington,16085,195
US,Washington,9843,71
US,Washington,2911,28
US,Washington,368827,2588
US,Washington,38783,327
US,Washington,8109,58
US,Washington,3447,43
US,Washington,17306,237
US,Washington,2188,27
US,Washington,12125,133
US,Washington,8359,119
US,Washington,3351,54
US,Washington,2467,35
US,Washington,189137,1349
US,Washington,1173,2
US,Washington,21834,191
US,Washington,1476,12
US,Washington,147773,1078
US,Washington,121817,1332
US,Washington,7975,141
US,Washington,46026,390
US,Washington,3259,7
US,Washington,520,6
US,Washington,15004,140
US,Washington,36747,279
US,Washington,8637,90
US,Washington,70906,758
US,West Virginia,4762,74
US,West Virginia,35470,270
US,West Virginia,6540,74
US,West Virginia,3844,42
US,West Virginia,4957,103
US,West Virginia,27213,362
US,West Virginia,1821,13
US,West Virginia,2333,38
US,West Virginia,2138,18
US,West Virginia,12970,183
US,West Virginia,2083,18
US,West Virginia,3755,56
US,West Virginia,9388,148
US,West Virginia,5793,69
US,West Virginia,6660,140
US,West Virginia,4169,49
US,West Virginia,19666,243
US,West Virginia,6836,133
US,West Virginia,14116,132
US,West Virginia,46898,693
US,West Virginia,5273,81
US,West Virginia,5482,74
US,West Virginia,9525,178
US,West Virginia,14813,174
US,West Virginia,8848,152
US,West Virginia,6592,89
US,West Virginia,5533,64
US,West Virginia,16788,252
US,West Virginia,7813,155
US,West Virginia,7868,119
US,West Virginia,24369,192
US,West Virginia,4166,41
US,West Virginia,4215,68
US,West Virginia,7248,92
US,West Virginia,10991,158
US,West Virginia,1927,17
US,West Virginia,2056,34
US,West Virginia,2000,27
US,West Virginia,9172,131
US,West Virginia,16527,171
US,West Virginia,22547,320
US,West Virginia,9319,78
US,West Virginia,2411,30
US,West Virginia,3123,37
US,West Virginia,2777,50
US,West Virginia,4467,69
US,West Virginia,1962,34
US,West Virginia,2188,31
US,West Virginia,0,0
US,West Virginia,6777,88
US,West Virginia,9763,114
US,West Virginia,2233,29
US,West Virginia,4287,81
US,West Virginia,1434,23
US,West Virginia,22048,337
US,West Virginia,6921,102
US,Wisconsin,4609,54
US,Wisconsin,3250,36
US,Wisconsin,13392,140
US,Wisconsin,3237,38
US,Wisconsin,83614,499
US,Wisconsin,3433,12
US,Wisconsin,3943,41
US,Wisconsin,14429,117
US,Wisconsin,18551,176
US,Wisconsin,7605,117
US,Wisconsin,15130,124
US,Wisconsin,4207,28
US,Wisconsin,122823,490
US,Wisconsin,26945,319
US,Wisconsin,6924,65
US,Wisconsin,11447,74
US,Wisconsin,13223,71
US,Wisconsin,29918,180
US,Wisconsin,1077,16
US,Wisconsin,31599,253
US,Wisconsin,2666,50
US,Wisconsin,12605,143
US,Wisconsin,8961,52
US,Wisconsin,5053,61
US,Wisconsin,5185,26
US,Wisconsin,1461,47
US,Wisconsin,5630,41
US,Wisconsin,21337,229
US,Wisconsin,7650,65
US,Wisconsin,43747,616
US,Wisconsin,5822,56
US,Wisconsin,34399,170
US,Wisconsin,3613,22
US,Wisconsin,5181,81
US,Wisconsin,6982,144
US,Wisconsin,20322,184
US,Wisconsin,39066,478
US,Wisconsin,11531,114
US,Wisconsin,3780,56
US,Wisconsin,1895,13
US,Wisconsin,267071,2160
US,Wisconsin,11854,83
US,Wisconsin,11349,110
US,Wisconsin,8441,133
US,Wisconsin,54029,377
US,Wisconsin,21992,165
US,Wisconsin,1947,18
US,Wisconsin,11432,72
US,Wisconsin,12215,119
US,Wisconsin,17851,156
US,Wisconsin,3240,32
US,Wisconsin,55978,666
US,Wisconsin,3806,45
US,Wisconsin,42397,369
US,Wisconsin,3399,54
US,Wisconsin,15770,117
US,Wisconsin,4507,59
US,Wisconsin,11607,144
US,Wisconsin,32318,298
US,Wisconsin,24327,143
US,Wisconsin,4805,68
US,Wisconsin,8343,62
US,Wisconsin,0,0
US,Wisconsin,5948,91
US,Wisconsin,5188,87
US,Wisconsin,26546,274
US,Wisconsin,3952,45
US,Wisconsin,37798,313
US,Wisconsin,111410,1037
US,Wisconsin,13562,247
US,Wisconsin,6355,84
US,Wisconsin,51255,368
US,Wisconsin,20725,219
US,Wyoming,9846,47
US,Wyoming,2572,60
US,Wyoming,12072,142
US,Wyoming,4607,51
US,Wyoming,3130,53
US,Wyoming,1346,28
US,Wyoming,13707,183
US,Wyoming,3608,56
US,Wyoming,1149,15
US,Wyoming,1842,19
US,Wyoming,26026,279
US,Wyoming,3966,29
US,Wyoming,22198,265
US,Wyoming,654,9
US,Wyoming,6732,136
US,Wyoming,1900,39
US,Wyoming,8036,74
US,Wyoming,1923,27
US,Wyoming,11029,123
US,Wyoming,9842,16
US,Wyoming,5633,37
US,Wyoming,0,0
US,Wyoming,2347,43
US,Wyoming,1579,18
Uganda,,163529,3594
Ukraine,Cherkasy Oblast,163768,2973
Ukraine,Chernihiv Oblast,126202,2751
Ukraine,Chernivtsi Oblast,150465,3290
Ukraine,Crimea Republic*,157596,4866
Ukraine,Dnipropetrovsk Oblast,303551,9454
Ukraine,Donetsk Oblast,216052,5607
Ukraine,Ivano-Frankivsk Oblast,181629,3476
Ukraine,Kharkiv Oblast,305661,6858
Ukraine,Kherson Oblast,107686,2881
Ukraine,Khmelnytskyi Oblast,201270,3703
Ukraine,Kiev,445098,8966
Ukraine,Kiev Oblast,226220,5019
Ukraine,Kirovohrad Oblast,45117,1741
Ukraine,Luhansk Oblast,80033,2392
Ukraine,Lviv Oblast,303357,6569
Ukraine,Mykolaiv Oblast,146174,3530
Ukraine,Odessa Oblast,325462,5917
Ukraine,Poltava Oblast,179994,4181
Ukraine,Rivne Oblast,171031,2530
Ukraine,Sevastopol*,73298,2088
Ukraine,Sumy Oblast,182268,3208
Ukraine,Ternopil Oblast,146363,2391
Ukraine,Vinnytsia Oblast,149845,3546
Ukraine,Volyn Oblast,132045,2394
Ukraine,Zakarpattia Oblast,112462,2724
Ukraine,Zaporizhia Oblast,215070,5866
Ukraine,Zhytomyr Oblast,192801,3538
United Arab Emirates,,885089,2302
United Kingdom,Anguilla,2574,9
United Kingdom,Bermuda,11850,124
United Kingdom,British Virgin Islands,6091,62
United Kingdom,Cayman Islands,19811,18
United Kingdom,Channel Islands,0,0
United Kingdom,England,16481364,141478
United Kingdom,Falkland Islands (Malvinas),118,0
United Kingdom,Gibraltar,15938,101
United Kingdom,Guernsey,15630,31
United Kingdom,Isle of Man,24346,81
United Kingdom,Jersey,40460,115
United Kingdom,Montserrat,166,2
United Kingdom,Northern Ireland,649064,3246
United Kingdom,"Saint Helena, Ascension and Tristan da Cunha",4,0
United Kingdom,Scotland,1574047,10969
United Kingdom,Turks and Caicos Islands,5874,36
United Kingdom,Unknown,0,0
United Kingdom,Wales,826010,7045
Uruguay,,863365,7090
Uzbekistan,,237169,1637
Vanuatu,,207,1
Venezuela,,517999,5656
Vietnam,,5903147,41290
West Bank and Gaza,,653293,5603
Winter Olympics 2022,,535,0
Yemen,,11784,2139
Zambia,,315148,3960
Zimbabwe,,242069,5412
